order_id,order_number,customer_id,order_date,status,subtotal,discount_percent,shipping_cost,tax_amount,total_amount,payment_method,shipping_method,promotion_id,notes
238,ORD-20230716-00238,199,2023-07-16,enviado,2963.8,10,470,622.4,3759.82,credit_card,standard,,
239,ORD-20250429-00239,254,2025-04-29,pendiente,1119.71,14,100,235.14,1298.09,bank_transfer,pickup,,
240,ORD-20260108-00240,331,2026-01-08,enviado,1846.02,8,130,387.66,2216,bank_transfer,same_day,,
241,ORD-20240730-00241,213,2024-07-30,pendiente,2495.2,15,160,523.99,2804.91,debit_card,pickup,,
242,ORD-20231229-00242,216,2023-12-29,entregado,1438.08,13,380,302,1933.13,credit_card,standard,9,
243,ORD-20240128-00243,157,2024-01-28,pendiente,3679.38,14,440,772.67,4376.94,bank_transfer,same_day,,Nota del cliente: Entregar por la tarde
244,ORD-20250725-00244,68,2025-07-25,cancelado,3190.69,1,260,670.04,4088.82,credit_card,pickup,,
245,ORD-20230804-00245,126,2023-08-04,enviado,2229.4,19,290,468.17,2563.98,credit_card,same_day,8,
246,ORD-20240615-00246,308,2024-06-15,enviado,1557.15,3,160,327,1997.44,credit_card,standard,3,
247,ORD-20251018-00247,258,2025-10-18,cancelado,7530.87,15,420,1581.48,8402.72,cash_on_delivery,same_day,,
248,ORD-20231114-00248,95,2023-11-14,entregado,878.74,4,80,184.54,1108.13,cash_on_delivery,express,9,
249,ORD-20240607-00249,244,2024-06-07,procesando,1410.42,15,260,296.19,1755.05,paypal,same_day,6,
250,ORD-20231217-00250,157,2023-12-17,cancelado,3103.02,4,410,651.63,4040.53,paypal,standard,,
251,ORD-20241009-00251,188,2024-10-09,procesando,192.51,20,70,40.43,264.44,cash_on_delivery,pickup,8,
252,ORD-20240716-00252,209,2024-07-16,cancelado,492.18,7,130,103.36,691.09,bank_transfer,pickup,,
253,ORD-20250508-00253,277,2025-05-08,procesando,2420.76,7,50,508.36,2809.67,credit_card,same_day,,
254,ORD-20231203-00254,41,2023-12-03,cancelado,2449.25,4,320,514.34,3185.62,cash_on_delivery,same_day,,Nota del cliente: Llamar antes
255,ORD-20260108-00255,82,2026-01-08,enviado,1697.74,19,100,356.53,1831.7,paypal,standard,10,
256,ORD-20231231-00256,152,2023-12-31,pendiente,104.69,6,270,21.98,390.39,paypal,pickup,,Nota del cliente: Llamar antes
257,ORD-20240817-00257,93,2024-08-17,procesando,255.28,9,50,53.61,335.91,bank_transfer,express,,
258,ORD-20250322-00258,176,2025-03-22,cancelado,795.44,19,120,167.04,931.35,bank_transfer,standard,,
259,ORD-20250909-00259,14,2025-09-09,procesando,4083.45,14,30,857.52,4399.29,cash_on_delivery,standard,,
260,ORD-20250128-00260,45,2025-01-28,cancelado,494.56,13,80,103.86,614.13,debit_card,express,,
261,ORD-20230126-00261,106,2023-01-26,cancelado,2650.49,15,500,556.6,3309.52,paypal,pickup,,
262,ORD-20240107-00262,280,2024-01-07,entregado,1245.17,13,180,261.49,1524.79,credit_card,pickup,,
263,ORD-20240527-00263,92,2024-05-27,enviado,989.12,19,330,207.72,1338.91,cash_on_delivery,pickup,,
264,ORD-20240209-00264,102,2024-02-09,enviado,4195.53,12,270,881.06,4843.13,credit_card,pickup,7,
265,ORD-20231117-00265,142,2023-11-17,entregado,3760.44,1,190,789.69,4702.53,credit_card,same_day,,
266,ORD-20240916-00266,128,2024-09-16,entregado,3073.59,14,300,645.45,3588.74,paypal,same_day,5,
267,ORD-20250302-00267,36,2025-03-02,procesando,923.52,9,400,193.94,1434.34,debit_card,same_day,5,
268,ORD-20230826-00268,20,2023-08-26,pendiente,1113.57,2,60,233.85,1385.15,debit_card,standard,,
269,ORD-20260309-00269,267,2026-03-09,pendiente,1953.14,12,480,410.16,2608.92,credit_card,express,,
270,ORD-20250714-00270,171,2025-07-14,entregado,1704.4,16,490,357.92,2279.62,bank_transfer,standard,,
271,ORD-20241019-00271,277,2024-10-19,pendiente,3838.44,18,70,806.07,4023.59,paypal,express,,
272,ORD-20230313-00272,59,2023-03-13,cancelado,2288.45,3,210,480.57,2910.37,cash_on_delivery,same_day,,
273,ORD-20260106-00273,287,2026-01-06,enviado,3693.05,13,0,775.54,3988.49,credit_card,same_day,2,
274,ORD-20230716-00274,270,2023-07-16,pendiente,2530.44,2,300,531.39,3311.22,bank_transfer,pickup,,Nota del cliente: Entregar por la tarde
275,ORD-20250305-00275,228,2025-03-05,procesando,1743.57,12,350,366.15,2250.49,debit_card,pickup,,Nota del cliente: Entregar por la tarde
276,ORD-20250307-00276,297,2025-03-07,cancelado,901.05,1,440,189.22,1521.26,paypal,express,,
277,ORD-20241208-00277,51,2024-12-08,procesando,3315.12,18,200,696.18,3614.58,cash_on_delivery,pickup,5,Nota del cliente: Dejar en portería
278,ORD-20240105-00278,272,2024-01-05,cancelado,2983.35,10,320,626.5,3631.52,cash_on_delivery,same_day,,Nota del cliente: Llamar antes
279,ORD-20250322-00279,246,2025-03-22,enviado,1450.5,6,160,304.61,1828.08,debit_card,same_day,,
280,ORD-20251211-00280,105,2025-12-11,pendiente,2680.9,5,480,562.99,3589.85,paypal,express,,
281,ORD-20231223-00281,328,2023-12-23,procesando,458.16,8,150,96.21,667.72,paypal,pickup,,
282,ORD-20250511-00282,178,2025-05-11,cancelado,871.47,0,100,183.01,1154.48,cash_on_delivery,standard,,
283,ORD-20230821-00283,109,2023-08-21,procesando,3074.72,16,80,645.69,3308.45,cash_on_delivery,same_day,8,
284,ORD-20230512-00284,79,2023-05-12,pendiente,2209.94,4,340,464.09,2925.63,bank_transfer,standard,,Nota del cliente: Envolver para regalo
285,ORD-20250202-00285,110,2025-02-02,enviado,1777.18,14,290,373.21,2191.58,cash_on_delivery,same_day,,
286,ORD-20240908-00286,100,2024-09-08,enviado,64.68,7,0,13.58,73.73,bank_transfer,same_day,1,
287,ORD-20241213-00287,235,2024-12-13,cancelado,3619.7,4,30,760.14,4265.05,debit_card,standard,,
288,ORD-20240210-00288,92,2024-02-10,cancelado,1153.71,5,170,242.28,1508.3,bank_transfer,pickup,5,
289,ORD-20241011-00289,201,2024-10-11,procesando,3873.05,8,490,813.34,4866.55,credit_card,express,,
290,ORD-20231115-00290,148,2023-11-15,procesando,3205.66,8,140,673.19,3762.4,bank_transfer,same_day,4,
291,ORD-20250516-00291,57,2025-05-16,procesando,1196.52,14,460,251.27,1740.28,credit_card,express,9,
292,ORD-20240419-00292,272,2024-04-19,enviado,185.45,4,400,38.94,616.97,bank_transfer,express,,
293,ORD-20240802-00293,325,2024-08-02,enviado,308.8,15,210,64.85,537.33,bank_transfer,standard,5,
294,ORD-20241202-00294,5,2024-12-02,enviado,5795.14,2,300,1216.98,7196.22,debit_card,same_day,,
295,ORD-20230219-00295,102,2023-02-19,entregado,5372.4,1,340,1128.2,6786.88,cash_on_delivery,same_day,10,
296,ORD-20230215-00296,282,2023-02-15,cancelado,1981.02,9,240,416.01,2458.74,debit_card,pickup,,
297,ORD-20260112-00297,236,2026-01-12,pendiente,1801.04,17,170,378.22,2043.08,credit_card,pickup,1,
298,ORD-20250204-00298,163,2025-02-04,entregado,3307.85,14,260,694.65,3799.4,credit_card,standard,,
299,ORD-20231017-00299,290,2023-10-17,enviado,1987.44,8,390,417.36,2635.8,credit_card,express,,
300,ORD-20250903-00300,244,2025-09-03,pendiente,1442.19,17,170,302.86,1669.88,debit_card,express,,
301,ORD-20240915-00301,170,2024-09-15,pendiente,3943.68,9,30,828.17,4446.92,paypal,standard,,
302,ORD-20250825-00302,275,2025-08-25,cancelado,1920.2,3,160,403.24,2425.83,bank_transfer,express,,
303,ORD-20231129-00303,170,2023-11-29,pendiente,2015.73,10,0,423.3,2237.46,cash_on_delivery,express,,
304,ORD-20250628-00304,298,2025-06-28,entregado,1422.63,14,180,298.75,1702.21,paypal,same_day,,
305,ORD-20240410-00305,210,2024-04-10,pendiente,4791.01,3,400,1006.11,6053.39,paypal,same_day,,
306,ORD-20260302-00306,332,2026-03-02,cancelado,301.48,10,210,63.31,544.64,paypal,same_day,,Nota del cliente: Envolver para regalo
307,ORD-20240408-00307,186,2024-04-08,enviado,881.55,10,10,185.13,988.53,paypal,same_day,8,
308,ORD-20230309-00308,1,2023-03-09,enviado,4202.33,19,50,882.49,4336.38,paypal,pickup,,
309,ORD-20241202-00309,266,2024-12-02,cancelado,2782.37,19,480,584.3,3318.02,credit_card,express,,
310,ORD-20250619-00310,219,2025-06-19,entregado,495.6,20,130,104.08,630.56,debit_card,express,,
311,ORD-20250315-00311,21,2025-03-15,cancelado,563.67,12,50,118.37,664.4,credit_card,express,,
312,ORD-20230521-00312,32,2023-05-21,pendiente,1707.61,0,60,358.6,2126.21,credit_card,express,5,Nota del cliente: Envolver para regalo
313,ORD-20240127-00313,327,2024-01-27,enviado,2905.37,19,200,610.13,3163.48,bank_transfer,standard,,
314,ORD-20230506-00314,142,2023-05-06,pendiente,333.18,1,270,69.97,669.82,cash_on_delivery,same_day,10,
315,ORD-20230420-00315,287,2023-04-20,procesando,2047.95,15,240,430.07,2410.83,credit_card,standard,,
316,ORD-20250818-00316,166,2025-08-18,enviado,2044.35,11,160,429.31,2408.78,cash_on_delivery,same_day,,
317,ORD-20250405-00317,12,2025-04-05,entregado,24.32,2,80,5.11,108.94,cash_on_delivery,express,,Nota del cliente: Envolver para regalo
318,ORD-20250419-00318,133,2025-04-19,procesando,1153.96,16,490,242.33,1701.66,credit_card,standard,5,
319,ORD-20240405-00319,162,2024-04-05,procesando,2819.79,16,340,592.16,3300.78,debit_card,express,,
320,ORD-20250108-00320,315,2025-01-08,entregado,3490.83,18,400,733.07,3995.55,cash_on_delivery,same_day,,
321,ORD-20231106-00321,237,2023-11-06,enviado,778.08,5,450,163.4,1352.58,bank_transfer,express,,
322,ORD-20250819-00322,81,2025-08-19,procesando,1892.72,0,220,397.47,2510.19,paypal,pickup,,
323,ORD-20231021-00323,302,2023-10-21,entregado,804.45,19,140,168.93,960.53,paypal,same_day,,
324,ORD-20240911-00324,231,2024-09-11,procesando,2270.6,7,390,476.83,2978.49,debit_card,standard,,Nota del cliente: Envolver para regalo
325,ORD-20250409-00325,234,2025-04-09,procesando,2987.47,6,480,627.37,3915.59,debit_card,standard,3,
326,ORD-20230716-00326,320,2023-07-16,enviado,2348.12,15,120,493.11,2609.01,debit_card,express,,
327,ORD-20230116-00327,283,2023-01-16,entregado,858.52,20,160,180.29,1027.11,bank_transfer,same_day,,
328,ORD-20230919-00328,92,2023-09-19,cancelado,1718.04,3,440,360.79,2467.29,paypal,standard,,
329,ORD-20230911-00329,315,2023-09-11,pendiente,467.67,19,240,98.21,717.02,debit_card,pickup,3,
330,ORD-20241031-00330,103,2024-10-31,procesando,4550.28,4,320,955.56,5643.83,debit_card,same_day,,
331,ORD-20231117-00331,282,2023-11-17,procesando,1850.08,16,380,388.52,2322.59,paypal,pickup,,Nota del cliente: Envolver para regalo
332,ORD-20240310-00332,332,2024-03-10,enviado,981.38,15,460,206.09,1500.26,debit_card,express,,
333,ORD-20250310-00333,161,2025-03-10,entregado,99.81,16,500,20.96,604.8,debit_card,standard,,
334,ORD-20240529-00334,165,2024-05-29,procesando,1556.26,1,480,326.81,2347.51,paypal,standard,,
335,ORD-20251022-00335,308,2025-10-22,procesando,2601.11,18,330,546.23,3009.14,cash_on_delivery,standard,,
336,ORD-20231120-00336,254,2023-11-20,cancelado,2089.36,18,420,438.77,2572.05,cash_on_delivery,same_day,3,
337,ORD-20250410-00337,189,2025-04-10,enviado,2385.65,18,150,500.99,2607.22,paypal,pickup,,
338,ORD-20250526-00338,98,2025-05-26,entregado,1943.14,7,240,408.06,2455.18,bank_transfer,same_day,,
339,ORD-20260302-00339,237,2026-03-02,procesando,3050.08,15,310,640.52,3543.09,paypal,express,,
340,ORD-20230107-00340,103,2023-01-07,procesando,2571.3,1,330,539.97,3415.56,debit_card,standard,9,Nota del cliente: Entregar por la tarde
341,ORD-20250116-00341,141,2025-01-16,pendiente,2090.59,16,0,439.02,2195.12,credit_card,standard,,Nota del cliente: Envolver para regalo
342,ORD-20230706-00342,159,2023-07-06,enviado,3046.23,11,20,639.71,3370.85,debit_card,same_day,,
343,ORD-20240523-00343,89,2024-05-23,cancelado,1758.71,20,200,369.33,1976.3,debit_card,same_day,6,
344,ORD-20250618-00344,318,2025-06-18,entregado,1738.17,6,0,365.02,1998.9,debit_card,express,,
345,ORD-20230916-00345,249,2023-09-16,cancelado,479.16,16,400,100.62,903.11,bank_transfer,same_day,,
346,ORD-20250720-00346,163,2025-07-20,enviado,1626.16,1,80,341.49,2031.39,paypal,express,,
347,ORD-20260211-00347,168,2026-02-11,enviado,4294.35,12,70,901.81,4750.84,paypal,standard,,
348,ORD-20251224-00348,106,2025-12-24,entregado,3008.21,8,210,631.72,3609.27,bank_transfer,same_day,,
349,ORD-20231204-00349,14,2023-12-04,procesando,3744.44,17,270,786.33,4164.22,debit_card,standard,,Nota del cliente: Envolver para regalo
350,ORD-20230213-00350,102,2023-02-13,procesando,5299.92,2,110,1112.98,6416.9,debit_card,same_day,,
351,ORD-20250615-00351,281,2025-06-15,pendiente,1517.92,11,210,318.76,1879.71,credit_card,express,,
352,ORD-20250809-00352,230,2025-08-09,procesando,2550.79,6,430,535.67,3363.41,paypal,same_day,8,
353,ORD-20250810-00353,26,2025-08-10,entregado,2159.58,15,330,453.51,2619.15,debit_card,express,2,
354,ORD-20230905-00354,222,2023-09-05,pendiente,4248.83,0,480,892.25,5621.08,credit_card,pickup,,
355,ORD-20250110-00355,70,2025-01-10,enviado,2880.9,15,310,604.99,3363.76,debit_card,same_day,,
356,ORD-20231001-00356,19,2023-10-01,enviado,454.12,16,430,95.37,906.83,paypal,express,,
357,ORD-20250519-00357,63,2025-05-19,pendiente,563.35,12,320,118.3,934.05,paypal,pickup,,
358,ORD-20230704-00358,219,2023-07-04,enviado,1257.01,12,400,263.97,1770.14,debit_card,pickup,,
359,ORD-20240429-00359,40,2024-04-29,pendiente,2463.96,6,120,517.43,2953.55,bank_transfer,express,,
360,ORD-20260209-00360,205,2026-02-09,enviado,667.42,13,0,140.16,720.82,credit_card,express,6,
361,ORD-20231028-00361,275,2023-10-28,pendiente,1855.95,15,480,389.75,2447.31,paypal,same_day,,
362,ORD-20230224-00362,175,2023-02-24,pendiente,3248.36,13,330,682.16,3838.23,credit_card,express,1,
363,ORD-20240331-00363,48,2024-03-31,pendiente,2761.5,4,230,579.92,3460.96,bank_transfer,same_day,,
364,ORD-20251204-00364,317,2025-12-04,pendiente,632.25,7,190,132.77,910.76,credit_card,pickup,,Nota del cliente: Envolver para regalo
365,ORD-20240820-00365,38,2024-08-20,procesando,2238.11,3,460,470,3100.97,cash_on_delivery,express,,
366,ORD-20230124-00366,326,2023-01-24,enviado,1525.1,8,230,320.27,1953.36,bank_transfer,express,5,
367,ORD-20250818-00367,14,2025-08-18,procesando,974.33,14,0,204.61,1042.53,cash_on_delivery,pickup,1,
368,ORD-20240222-00368,283,2024-02-22,cancelado,1173.96,3,190,246.53,1575.27,bank_transfer,pickup,,
369,ORD-20230320-00369,31,2023-03-20,procesando,2266.07,3,380,475.87,3053.96,credit_card,standard,8,Nota del cliente: Envolver para regalo
370,ORD-20250419-00370,16,2025-04-19,cancelado,161.58,8,250,33.93,432.58,debit_card,express,,
371,ORD-20230426-00371,140,2023-04-26,enviado,2249.07,7,470,472.3,3033.94,paypal,same_day,,
372,ORD-20240521-00372,227,2024-05-21,pendiente,2630.71,16,410,552.45,3172.25,debit_card,pickup,9,
373,ORD-20241114-00373,82,2024-11-14,procesando,1400.04,17,0,294.01,1456.04,cash_on_delivery,standard,,
374,ORD-20230125-00374,14,2023-01-25,entregado,561.22,16,440,117.86,1029.28,credit_card,express,,Nota del cliente: Dejar en portería
375,ORD-20240504-00375,225,2024-05-04,entregado,4204.12,1,30,882.87,5074.95,paypal,standard,,
376,ORD-20230820-00376,112,2023-08-20,entregado,655.48,0,420,137.65,1213.13,bank_transfer,same_day,4,
377,ORD-20231124-00377,154,2023-11-24,pendiente,385.02,10,460,80.85,887.37,paypal,express,,
378,ORD-20230601-00378,319,2023-06-01,pendiente,2832.21,6,30,594.76,3287.04,credit_card,pickup,6,
379,ORD-20250905-00379,131,2025-09-05,pendiente,1149.96,1,490,241.49,1869.95,debit_card,pickup,10,Nota del cliente: Envolver para regalo
380,ORD-20251209-00380,222,2025-12-09,entregado,2470.64,2,20,518.83,2960.06,paypal,same_day,,
381,ORD-20231211-00381,282,2023-12-11,pendiente,1803.28,2,490,378.69,2635.9,bank_transfer,express,3,Nota del cliente: Dejar en portería
382,ORD-20241121-00382,260,2024-11-21,pendiente,1619.28,0,270,340.05,2229.33,bank_transfer,standard,7,
383,ORD-20230107-00383,304,2023-01-07,cancelado,3117.85,13,330,654.75,3697.28,debit_card,standard,,Nota del cliente: Llamar antes
384,ORD-20250227-00384,311,2025-02-27,cancelado,1704.04,12,300,357.85,2157.41,paypal,pickup,,Nota del cliente: Envolver para regalo
385,ORD-20260107-00385,23,2026-01-07,procesando,2738.68,5,280,575.12,3456.87,paypal,pickup,,
386,ORD-20250718-00386,308,2025-07-18,entregado,1569.97,9,160,329.69,1918.36,cash_on_delivery,standard,,
387,ORD-20260106-00387,82,2026-01-06,pendiente,3360.06,14,390,705.61,3985.26,paypal,express,,
388,ORD-20250618-00388,21,2025-06-18,pendiente,1605.52,8,190,337.16,2004.24,cash_on_delivery,pickup,10,Nota del cliente: Entregar por la tarde
389,ORD-20240807-00389,93,2024-08-07,enviado,1855.95,15,400,389.75,2367.31,paypal,express,,
390,ORD-20231202-00390,185,2023-12-02,pendiente,2582.96,4,120,542.42,3142.06,paypal,same_day,6,
391,ORD-20240207-00391,282,2024-02-07,entregado,2202.85,18,240,462.6,2508.94,debit_card,express,1,
392,ORD-20250501-00392,90,2025-05-01,pendiente,2397.91,5,310,503.56,3091.57,paypal,same_day,,
393,ORD-20240322-00393,328,2024-03-22,procesando,1341.6,7,240,281.74,1769.43,bank_transfer,pickup,,
394,ORD-20230516-00394,34,2023-05-16,entregado,378.89,19,240,79.57,626.47,cash_on_delivery,same_day,,
395,ORD-20230319-00395,241,2023-03-19,cancelado,3729.97,9,350,783.29,4527.56,cash_on_delivery,pickup,,
396,ORD-20260107-00396,19,2026-01-07,procesando,2620.97,0,310,550.4,3481.37,credit_card,express,,
397,ORD-20241018-00397,259,2024-10-18,cancelado,6395.98,15,230,1343.16,7009.74,debit_card,same_day,,
398,ORD-20240603-00398,328,2024-06-03,entregado,803.43,19,310,168.72,1129.5,cash_on_delivery,same_day,,
399,ORD-20240422-00399,153,2024-04-22,cancelado,1150.63,12,400,241.63,1654.18,credit_card,standard,,
400,ORD-20250323-00400,233,2025-03-23,cancelado,549.8,19,410,115.46,970.8,paypal,express,,
401,ORD-20251221-00401,292,2025-12-21,pendiente,3054.44,12,330,641.43,3659.34,paypal,pickup,,
402,ORD-20240114-00402,181,2024-01-14,pendiente,4425.91,1,440,929.44,5751.09,debit_card,standard,,Nota del cliente: Llamar antes
403,ORD-20230914-00403,104,2023-09-14,cancelado,2282.46,8,340,479.32,2919.18,bank_transfer,same_day,,Nota del cliente: Llamar antes
404,ORD-20230510-00404,108,2023-05-10,procesando,185.28,18,0,38.91,190.84,cash_on_delivery,standard,8,
405,ORD-20230523-00405,168,2023-05-23,enviado,1947.42,15,500,408.96,2564.27,cash_on_delivery,express,,
406,ORD-20250719-00406,87,2025-07-19,enviado,4755.63,18,450,998.68,5348.3,cash_on_delivery,express,,
407,ORD-20250302-00407,333,2025-03-02,procesando,1212.06,1,40,254.53,1494.47,cash_on_delivery,same_day,1,
408,ORD-20230912-00408,160,2023-09-12,entregado,1112.68,19,350,233.66,1484.93,debit_card,pickup,,
409,ORD-20231230-00409,303,2023-12-30,pendiente,4360.17,2,60,915.64,5248.61,cash_on_delivery,same_day,,
410,ORD-20230609-00410,290,2023-06-09,enviado,1344.5,19,380,282.35,1751.4,credit_card,standard,8,
411,ORD-20250207-00411,286,2025-02-07,procesando,724.77,20,190,152.2,922.02,paypal,standard,,
412,ORD-20240526-00412,261,2024-05-26,pendiente,512.24,1,150,107.57,764.69,paypal,standard,,Nota del cliente: Llamar antes
413,ORD-20240307-00413,212,2024-03-07,procesando,2364.42,16,320,496.53,2802.64,debit_card,pickup,,Nota del cliente: Dejar en portería
414,ORD-20250430-00414,333,2025-04-30,entregado,1071.53,13,90,225.02,1247.25,cash_on_delivery,standard,,
415,ORD-20241105-00415,241,2024-11-05,cancelado,1872.5,11,60,393.23,2119.76,debit_card,express,7,
416,ORD-20250921-00416,193,2025-09-21,cancelado,1391.5,16,80,292.22,1541.08,bank_transfer,express,2,Nota del cliente: Llamar antes
417,ORD-20230731-00417,209,2023-07-31,procesando,4987.43,14,420,1047.36,5756.55,bank_transfer,express,,Nota del cliente: Envolver para regalo
418,ORD-20250907-00418,90,2025-09-07,cancelado,6187.21,4,120,1299.31,7359.03,cash_on_delivery,express,,
419,ORD-20231121-00419,34,2023-11-21,procesando,770.04,16,240,161.71,1048.54,cash_on_delivery,pickup,,
420,ORD-20240706-00420,85,2024-07-06,cancelado,3044.23,12,340,639.29,3658.21,paypal,pickup,,
421,ORD-20260224-00421,272,2026-02-24,cancelado,1628.59,3,420,342,2341.73,credit_card,express,,
422,ORD-20240320-00422,205,2024-03-20,cancelado,6711.81,3,0,1409.48,7919.94,paypal,same_day,10,
423,ORD-20240714-00423,299,2024-07-14,entregado,2074.13,4,150,435.57,2576.73,debit_card,standard,4,Nota del cliente: Llamar antes
424,ORD-20251102-00424,245,2025-11-02,cancelado,1679.04,7,270,352.6,2184.11,paypal,express,,
425,ORD-20240909-00425,57,2024-09-09,entregado,4489.34,1,100,942.76,5487.21,credit_card,same_day,8,
426,ORD-20250425-00426,89,2025-04-25,entregado,1742.54,0,320,365.93,2428.47,paypal,same_day,,Nota del cliente: Envolver para regalo
427,ORD-20240409-00427,195,2024-04-09,procesando,2005.22,14,360,421.1,2505.59,debit_card,pickup,9,
428,ORD-20250512-00428,142,2025-05-12,enviado,5917.54,19,130,1242.68,6165.89,paypal,express,,Nota del cliente: Llamar antes
429,ORD-20251001-00429,5,2025-10-01,entregado,1469.55,3,320,308.61,2054.07,bank_transfer,express,6,
430,ORD-20241209-00430,138,2024-12-09,cancelado,4525.87,10,200,950.43,5223.71,paypal,standard,,
431,ORD-20230821-00431,22,2023-08-21,entregado,2236.18,5,90,469.6,2683.97,debit_card,same_day,,
432,ORD-20230817-00432,9,2023-08-17,enviado,3506.5,7,240,736.37,4237.42,debit_card,same_day,,
433,ORD-20231211-00433,3,2023-12-11,cancelado,250.68,17,90,52.64,350.7,bank_transfer,same_day,,
434,ORD-20240331-00434,46,2024-03-31,pendiente,3242.75,4,350,680.98,4144.02,cash_on_delivery,express,5,
435,ORD-20251112-00435,290,2025-11-12,entregado,1416.05,14,20,297.37,1535.17,cash_on_delivery,standard,,
436,ORD-20231206-00436,182,2023-12-06,pendiente,464.32,20,160,97.51,628.97,bank_transfer,express,,Nota del cliente: Entregar por la tarde
437,ORD-20250411-00437,36,2025-04-11,enviado,1184.01,9,90,248.64,1416.09,paypal,same_day,,
438,ORD-20250609-00438,9,2025-06-09,pendiente,33.27,7,20,6.99,57.93,bank_transfer,standard,10,
439,ORD-20250125-00439,17,2025-01-25,pendiente,1496.05,11,280,314.17,1925.65,paypal,standard,7,
440,ORD-20251124-00440,110,2025-11-24,procesando,1339.84,12,340,281.37,1800.43,credit_card,pickup,,Nota del cliente: Envolver para regalo
441,ORD-20241230-00441,290,2024-12-30,pendiente,407.91,8,90,85.66,550.94,bank_transfer,same_day,,
442,ORD-20250703-00442,111,2025-07-03,cancelado,1454.07,4,0,305.35,1701.26,debit_card,standard,,
443,ORD-20250603-00443,292,2025-06-03,pendiente,887.57,15,0,186.39,940.82,credit_card,express,,
444,ORD-20230326-00444,295,2023-03-26,cancelado,1881.52,1,170,395.12,2427.82,cash_on_delivery,same_day,,
445,ORD-20230420-00445,222,2023-04-20,enviado,3108.67,7,490,652.82,4033.88,paypal,pickup,4,
446,ORD-20230615-00446,221,2023-06-15,entregado,4936.3,4,320,1036.62,6095.47,debit_card,pickup,,
447,ORD-20250322-00447,275,2025-03-22,procesando,2734.77,16,350,574.3,3221.51,credit_card,pickup,9,
448,ORD-20260122-00448,133,2026-01-22,enviado,1608.15,20,430,337.71,2054.23,bank_transfer,standard,,
449,ORD-20230103-00449,311,2023-01-03,cancelado,4651.56,10,310,976.83,5473.23,cash_on_delivery,standard,5,
450,ORD-20260102-00450,192,2026-01-02,cancelado,2760.43,16,0,579.69,2898.45,paypal,express,,Nota del cliente: Llamar antes
451,ORD-20240616-00451,196,2024-06-16,entregado,3496.1,2,370,734.18,4530.36,paypal,express,,
452,ORD-20240807-00452,137,2024-08-07,pendiente,2292.45,4,220,481.41,2902.16,paypal,standard,,
453,ORD-20231229-00453,39,2023-12-29,enviado,547.28,16,450,114.93,1024.65,paypal,standard,,Nota del cliente: Dejar en portería
454,ORD-20250429-00454,104,2025-04-29,procesando,1119.9,12,100,235.18,1320.69,paypal,same_day,,
455,ORD-20230109-00455,334,2023-01-09,procesando,406.54,2,480,85.37,963.78,debit_card,express,6,
456,ORD-20250311-00456,93,2025-03-11,cancelado,561.22,4,20,117.86,676.63,debit_card,same_day,,
457,ORD-20230410-00457,231,2023-04-10,entregado,1081.33,2,240,227.08,1526.78,paypal,standard,1,
458,ORD-20240621-00458,69,2024-06-21,enviado,5973.18,11,50,1254.37,6620.5,paypal,pickup,,
459,ORD-20231210-00459,234,2023-12-10,pendiente,2469.25,18,120,518.54,2663.33,cash_on_delivery,express,8,Nota del cliente: Llamar antes
460,ORD-20250703-00460,313,2025-07-03,procesando,706.56,3,90,148.38,923.74,debit_card,same_day,,
461,ORD-20240520-00461,20,2024-05-20,entregado,3089.86,6,350,648.87,3903.34,bank_transfer,same_day,,Nota del cliente: Llamar antes
462,ORD-20250723-00462,120,2025-07-23,pendiente,908.24,3,190,190.73,1261.72,paypal,pickup,,
463,ORD-20240426-00463,90,2024-04-26,entregado,2449.25,5,410,514.34,3251.13,credit_card,pickup,10,
464,ORD-20240317-00464,247,2024-03-17,pendiente,1034.85,9,380,217.32,1539.03,cash_on_delivery,pickup,6,
465,ORD-20250411-00465,107,2025-04-11,procesando,2248.1,19,240,472.1,2533.06,debit_card,express,,
466,ORD-20241111-00466,314,2024-11-11,pendiente,3193.76,2,360,670.69,4160.57,bank_transfer,same_day,,
467,ORD-20231121-00467,106,2023-11-21,enviado,1588.11,18,390,333.5,2025.75,bank_transfer,pickup,,
468,ORD-20230914-00468,78,2023-09-14,pendiente,123.52,11,230,25.94,365.87,cash_on_delivery,pickup,3,Nota del cliente: Dejar en portería
469,ORD-20231009-00469,96,2023-10-09,cancelado,1109.2,17,10,232.93,1163.57,cash_on_delivery,standard,4,
470,ORD-20250909-00470,62,2025-09-09,entregado,2454.4,10,100,515.42,2824.38,cash_on_delivery,standard,,
471,ORD-20230428-00471,65,2023-04-28,enviado,5176.35,7,370,1087.03,6271.04,bank_transfer,standard,,
472,ORD-20231208-00472,20,2023-12-08,pendiente,548.28,0,450,115.14,1113.42,credit_card,pickup,,
473,ORD-20251223-00473,283,2025-12-23,entregado,1483.44,13,50,311.52,1652.11,credit_card,same_day,3,
474,ORD-20230814-00474,54,2023-08-14,pendiente,1502.99,8,480,315.63,2178.38,credit_card,express,9,
475,ORD-20231202-00475,138,2023-12-02,pendiente,1394.73,11,250,292.89,1784.2,credit_card,pickup,,
476,ORD-20230722-00476,194,2023-07-22,cancelado,1143.82,12,380,240.2,1626.76,bank_transfer,standard,,
477,ORD-20230317-00477,326,2023-03-17,pendiente,3029.03,14,20,636.1,3261.07,cash_on_delivery,pickup,,
