order_item_id,order_id,product_id,quantity,unit_price,subtotal
862,289,6,2,277.3,554.6
863,289,45,2,425.62,851.24
864,289,11,2,80.79,161.58
865,289,68,5,454.12,2270.6
866,290,19,3,475.4,1426.2
867,290,33,3,119.79,359.37
868,290,16,3,326.89,980.67
869,290,89,4,31.13,124.52
870,290,87,5,62.98,314.9
871,291,37,2,38.31,76.62
872,291,35,5,223.98,1119.9
873,292,48,1,185.45,185.45
874,293,41,5,61.76,308.8
875,294,64,5,312.55,1562.75
876,294,98,2,489.85,979.7
877,294,75,3,173.79,521.37
878,294,46,5,344.76,1723.8
879,294,58,3,335.84,1007.52
880,295,86,3,458.49,1375.47
881,295,77,3,438.57,1315.71
882,295,67,2,311.43,622.86
883,295,20,4,44.45,177.8
884,295,56,4,470.14,1880.56
885,296,95,1,324.44,324.44
886,296,95,4,324.44,1297.76
887,296,66,4,57.69,230.76
888,296,97,1,128.06,128.06
889,297,59,2,53.72,107.44
890,297,85,4,280.61,1122.44
891,297,62,2,124,248
892,297,11,4,80.79,323.16
893,298,91,2,212.53,425.06
894,298,97,4,128.06,512.24
895,298,44,3,33.27,99.81
896,298,45,4,425.62,1702.48
897,298,31,3,189.42,568.26
898,299,30,1,30.68,30.68
899,299,96,2,244.57,489.14
900,299,60,3,406.54,1219.62
901,299,62,2,124,248
902,300,32,5,222.65,1113.25
903,300,75,1,173.79,173.79
904,300,41,1,61.76,61.76
905,300,89,3,31.13,93.39
906,301,33,5,119.79,598.95
907,301,71,1,120.07,120.07
908,301,68,2,454.12,908.24
909,301,55,3,7.99,23.97
910,301,86,5,458.49,2292.45
911,302,64,4,312.55,1250.2
912,302,57,5,134,670
913,303,53,2,81.62,163.24
914,303,49,1,473.45,473.45
915,303,46,4,344.76,1379.04
916,304,40,3,240.44,721.32
917,304,44,1,33.27,33.27
918,304,50,4,167.01,668.04
919,305,99,5,227.88,1139.4
920,305,78,4,212.2,848.8
921,305,72,1,287.49,287.49
922,305,40,3,240.44,721.32
923,305,65,4,448.5,1794
924,306,55,1,7.99,7.99
925,306,94,1,293.49,293.49
926,307,42,3,293.85,881.55
927,308,100,5,445.88,2229.4
928,308,22,3,404.82,1214.46
929,308,16,2,326.89,653.78
930,308,10,1,104.69,104.69
931,309,87,4,62.98,251.92
932,309,3,2,301.31,602.62
933,309,54,2,253.69,507.38
934,309,10,5,104.69,523.45
935,309,65,2,448.5,897
936,310,80,5,99.12,495.6
937,311,75,1,173.79,173.79
938,311,74,2,194.94,389.88
939,312,28,4,339.95,1359.8
940,312,62,2,124,248
941,312,44,3,33.27,99.81
942,313,43,4,301.83,1207.32
943,313,61,4,198.14,792.56
944,313,43,3,301.83,905.49
945,314,18,3,111.06,333.18
946,315,46,3,344.76,1034.28
947,315,83,1,261.57,261.57
948,315,45,1,425.62,425.62
949,315,53,4,81.62,326.48
950,316,90,5,408.87,2044.35
951,317,76,1,24.32,24.32
952,318,33,2,119.79,239.58
953,318,18,4,111.06,444.24
954,318,56,1,470.14,470.14
955,319,47,3,252.09,756.27
956,319,41,4,61.76,247.04
957,319,68,4,454.12,1816.48
958,320,46,1,344.76,344.76
959,320,77,2,438.57,877.14
960,320,57,2,134,268
961,320,34,4,194.52,778.08
962,320,96,5,244.57,1222.85
963,321,34,4,194.52,778.08
964,322,47,1,252.09,252.09
965,322,42,3,293.85,881.55
966,322,39,2,379.54,759.08
967,323,37,1,38.31,38.31
968,323,46,2,344.76,689.52
969,323,37,2,38.31,76.62
970,324,68,5,454.12,2270.6
971,325,52,3,268.32,804.96
972,325,48,3,185.45,556.35
973,325,60,4,406.54,1626.16
974,326,57,2,134,268
975,326,25,1,192.51,192.51
976,326,5,3,478.84,1436.52
977,326,6,1,277.3,277.3
978,326,75,1,173.79,173.79
979,327,77,1,438.57,438.57
980,327,37,4,38.31,153.24
981,327,92,1,266.71,266.71
982,328,42,1,293.85,293.85
983,328,43,1,301.83,301.83
984,328,58,2,335.84,671.68
985,328,81,4,112.67,450.68
986,329,12,3,155.89,467.67
987,330,93,2,466.68,933.36
988,330,8,3,490.88,1472.64
989,330,21,2,378.89,757.78
990,330,6,5,277.3,1386.5
991,331,40,4,240.44,961.76
992,331,62,5,124,620
993,331,52,1,268.32,268.32
994,332,33,2,119.79,239.58
995,332,48,4,185.45,741.8
996,333,44,3,33.27,99.81
997,334,11,2,80.79,161.58
998,334,31,1,189.42,189.42
999,334,69,2,164.06,328.12
1000,334,77,2,438.57,877.14
1001,335,90,1,408.87,408.87
1002,335,90,2,408.87,817.74
1003,335,36,5,274.9,1374.5
1004,336,97,1,128.06,128.06
1005,336,5,3,478.84,1436.52
1006,336,31,2,189.42,378.84
1007,336,81,1,112.67,112.67
1008,336,44,1,33.27,33.27
1009,337,17,1,68.92,68.92
1010,337,97,5,128.06,640.3
1011,337,10,3,104.69,314.07
1012,337,68,3,454.12,1362.36
1013,338,66,2,57.69,115.38
1014,338,35,3,223.98,671.94
1015,338,61,1,198.14,198.14
1016,338,5,2,478.84,957.68
1017,339,82,3,384.62,1153.86
1018,339,86,4,458.49,1833.96
1019,339,89,2,31.13,62.26
1020,340,49,4,473.45,1893.8
1021,340,91,2,212.53,425.06
1022,340,14,2,126.22,252.44
1023,341,14,2,126.22,252.44
1024,341,5,2,478.84,957.68
1025,341,94,3,293.49,880.47
1026,342,22,1,404.82,404.82
1027,342,94,5,293.49,1467.45
1028,342,94,4,293.49,1173.96
1029,343,26,1,340.88,340.88
1030,343,95,4,324.44,1297.76
1031,343,71,1,120.07,120.07
1032,344,44,1,33.27,33.27
1033,344,75,1,173.79,173.79
1034,344,54,3,253.69,761.07
1035,344,25,4,192.51,770.04
1036,345,33,4,119.79,479.16
1037,346,60,4,406.54,1626.16
1038,347,98,2,489.85,979.7
1039,347,84,3,463.93,1391.79
1040,347,20,2,44.45,88.9
1041,347,86,4,458.49,1833.96
1042,348,85,3,280.61,841.83
1043,348,66,5,57.69,288.45
1044,348,64,3,312.55,937.65
1045,348,56,2,470.14,940.28
1046,349,18,3,111.06,333.18
1047,349,58,3,335.84,1007.52
1048,349,91,5,212.53,1062.65
1049,349,98,1,489.85,489.85
1050,349,45,2,425.62,851.24
1051,350,51,5,300.89,1504.45
1052,350,64,3,312.55,937.65
1053,350,82,2,384.62,769.24
1054,350,26,5,340.88,1704.4
1055,350,97,3,128.06,384.18
1056,351,60,2,406.54,813.08
1057,351,11,5,80.79,403.95
1058,351,51,1,300.89,300.89
1059,352,95,2,324.44,648.88
1060,352,89,3,31.13,93.39
1061,352,5,3,478.84,1436.52
1062,352,62,3,124,372
1063,353,60,4,406.54,1626.16
1064,353,92,2,266.71,533.42
1065,354,95,5,324.44,1622.2
1066,354,72,3,287.49,862.47
1067,354,29,2,319.49,638.98
1068,354,6,4,277.3,1109.2
1069,354,55,2,7.99,15.98
1070,355,15,3,480.15,1440.45
1071,355,15,3,480.15,1440.45
1072,356,68,1,454.12,454.12
1073,357,81,5,112.67,563.35
1074,358,86,1,458.49,458.49
1075,358,76,1,24.32,24.32
1076,358,39,1,379.54,379.54
1077,358,30,4,30.68,122.72
1078,358,2,2,135.97,271.94
1079,359,45,2,425.62,851.24
1080,359,2,2,135.97,271.94
1081,359,83,2,261.57,523.14
1082,359,54,1,253.69,253.69
1083,359,9,5,112.79,563.95
1084,360,57,1,134,134
1085,360,92,2,266.71,533.42
1086,361,79,5,371.19,1855.95
1087,362,95,5,324.44,1622.2
1088,362,60,4,406.54,1626.16
1089,363,30,4,30.68,122.72
1090,363,28,2,339.95,679.9
1091,363,95,3,324.44,973.32
1092,363,63,3,35.03,105.09
1093,363,94,3,293.49,880.47
1094,364,46,1,344.76,344.76
1095,364,72,1,287.49,287.49
1096,365,30,1,30.68,30.68
1097,365,47,1,252.09,252.09
1098,365,93,3,466.68,1400.04
1099,365,18,5,111.06,555.3
1100,366,36,1,274.9,274.9
1101,366,64,4,312.55,1250.2
1102,367,1,1,260.57,260.57
1103,367,3,1,301.31,301.31
1104,367,13,2,82.49,164.98
1105,367,13,3,82.49,247.47
1106,368,94,4,293.49,1173.96
1107,369,42,3,293.85,881.55
1108,369,89,2,31.13,62.26
1109,369,27,3,419.76,1259.28
1110,369,87,1,62.98,62.98
1111,370,11,2,80.79,161.58
1112,371,97,3,128.06,384.18
1113,371,16,1,326.89,326.89
1114,371,64,3,312.55,937.65
1115,371,71,5,120.07,600.35
1116,372,94,4,293.49,1173.96
1117,372,37,1,38.31,38.31
1118,372,3,2,301.31,602.62
1119,372,2,5,135.97,679.85
1120,372,2,1,135.97,135.97
1121,373,93,3,466.68,1400.04
1122,374,85,2,280.61,561.22
1123,375,61,2,198.14,396.28
1124,375,100,5,445.88,2229.4
1125,375,36,4,274.9,1099.6
1126,375,5,1,478.84,478.84
1127,376,37,5,38.31,191.55
1128,376,84,1,463.93,463.93
1129,377,25,2,192.51,385.02
1130,378,18,3,111.06,333.18
1131,378,68,3,454.12,1362.36
1132,378,21,3,378.89,1136.67
1133,379,72,4,287.49,1149.96
1134,380,67,1,311.43,311.43
1135,380,24,2,127.52,255.04
1136,380,63,4,35.03,140.12
1137,380,80,5,99.12,495.6
1138,380,54,5,253.69,1268.45
1139,381,99,4,227.88,911.52
1140,381,100,2,445.88,891.76
1141,382,22,4,404.82,1619.28
1142,383,28,2,339.95,679.9
1143,383,21,3,378.89,1136.67
1144,383,91,4,212.53,850.12
1145,383,9,4,112.79,451.16
1146,384,80,4,99.12,396.48
1147,384,16,4,326.89,1307.56
1148,385,58,5,335.84,1679.2
1149,385,18,5,111.06,555.3
1150,385,47,2,252.09,504.18
1151,386,55,3,7.99,23.97
1152,386,97,4,128.06,512.24
1153,386,46,2,344.76,689.52
1154,386,4,4,32.34,129.36
1155,386,59,4,53.72,214.88
1156,387,57,5,134,670
1157,387,38,2,236.98,473.96
1158,387,23,1,247.28,247.28
1159,387,98,2,489.85,979.7
1160,387,23,4,247.28,989.12
1161,388,44,5,33.27,166.35
1162,388,14,4,126.22,504.88
1163,388,67,3,311.43,934.29
1164,389,79,5,371.19,1855.95
1165,390,88,3,325.82,977.46
1166,390,21,1,378.89,378.89
1167,390,90,3,408.87,1226.61
1168,391,29,3,319.49,958.47
1169,391,69,2,164.06,328.12
1170,391,74,1,194.94,194.94
1171,391,40,3,240.44,721.32
1172,392,86,4,458.49,1833.96
1173,392,9,5,112.79,563.95
1174,393,52,5,268.32,1341.6
1175,394,21,1,378.89,378.89
1176,395,21,4,378.89,1515.56
1177,395,91,3,212.53,637.59
1178,395,39,2,379.54,759.08
1179,395,90,2,408.87,817.74
1180,396,27,2,419.76,839.52
1181,396,3,5,301.31,1506.55
1182,396,36,1,274.9,274.9
1183,397,44,1,33.27,33.27
1184,397,31,3,189.42,568.26
1185,397,8,4,490.88,1963.52
1186,397,82,4,384.62,1538.48
1187,397,86,5,458.49,2292.45
1188,398,33,1,119.79,119.79
1189,398,99,3,227.88,683.64
1190,399,89,3,31.13,93.39
1191,399,61,5,198.14,990.7
1192,399,44,2,33.27,66.54
1193,400,36,2,274.9,549.8
1194,401,20,5,44.45,222.25
1195,401,44,1,33.27,33.27
1196,401,98,4,489.85,1959.4
1197,401,27,2,419.76,839.52
1198,402,5,3,478.84,1436.52
1199,402,48,5,185.45,927.25
1200,402,34,5,194.52,972.6
1201,402,93,1,466.68,466.68
1202,402,67,2,311.43,622.86
1203,403,65,1,448.5,448.5
1204,403,86,4,458.49,1833.96
1205,404,41,3,61.76,185.28
1206,405,16,2,326.89,653.78
1207,405,75,2,173.79,347.58
1208,405,64,2,312.55,625.1
1209,405,62,2,124,248
1210,405,76,3,24.32,72.96
1211,406,9,4,112.79,451.16
1212,406,98,4,489.85,1959.4
1213,406,22,2,404.82,809.64
1214,406,52,5,268.32,1341.6
1215,406,7,1,193.83,193.83
1216,407,26,3,340.88,1022.64
1217,407,31,1,189.42,189.42
1218,408,92,3,266.71,800.13
1219,408,64,1,312.55,312.55
1220,409,52,4,268.32,1073.28
1221,409,17,1,68.92,68.92
1222,409,8,2,490.88,981.76
1223,409,93,2,466.68,933.36
1224,409,1,5,260.57,1302.85
1225,410,29,4,319.49,1277.96
1226,410,44,2,33.27,66.54
1227,411,96,1,244.57,244.57
1228,411,11,2,80.79,161.58
1229,411,72,1,287.49,287.49
1230,411,89,1,31.13,31.13
1231,412,97,4,128.06,512.24
1232,413,51,4,300.89,1203.56
1233,413,64,1,312.55,312.55
1234,413,30,3,30.68,92.04
1235,413,47,3,252.09,756.27
1236,414,60,1,406.54,406.54
1237,414,97,2,128.06,256.12
1238,414,90,1,408.87,408.87
1239,415,50,2,167.01,334.02
1240,415,82,4,384.62,1538.48
1241,416,49,1,473.45,473.45
1242,416,78,3,212.2,636.6
1243,416,91,1,212.53,212.53
1244,416,17,1,68.92,68.92
1245,417,29,5,319.49,1597.45
1246,417,73,5,292.48,1462.4
1247,417,20,2,44.45,88.9
1248,417,38,5,236.98,1184.9
1249,417,16,2,326.89,653.78
1250,418,64,2,312.55,625.1
1251,418,46,4,344.76,1379.04
1252,418,3,5,301.31,1506.55
1253,418,18,2,111.06,222.12
1254,418,8,5,490.88,2454.4
1255,419,25,4,192.51,770.04
1256,420,21,3,378.89,1136.67
1257,420,84,2,463.93,927.86
1258,420,98,2,489.85,979.7
1259,421,53,4,81.62,326.48
1260,421,60,3,406.54,1219.62
1261,421,13,1,82.49,82.49
1262,422,94,3,293.49,880.47
1263,422,65,4,448.5,1794
1264,422,83,5,261.57,1307.85
1265,422,77,5,438.57,2192.85
1266,422,52,2,268.32,536.64
1267,423,14,3,126.22,378.66
1268,423,12,2,155.89,311.78
1269,423,34,3,194.52,583.56
1270,423,92,3,266.71,800.13
1271,424,27,4,419.76,1679.04
1272,425,5,4,478.84,1915.36
1273,425,45,5,425.62,2128.1
1274,425,100,1,445.88,445.88
1275,426,94,3,293.49,880.47
1276,426,69,1,164.06,164.06
1277,426,14,3,126.22,378.66
1278,426,36,1,274.9,274.9
1279,426,20,1,44.45,44.45
1280,427,74,5,194.94,974.7
1281,427,14,2,126.22,252.44
1282,427,34,4,194.52,778.08
1283,428,8,4,490.88,1963.52
1284,428,8,5,490.88,2454.4
1285,428,23,3,247.28,741.84
1286,428,21,2,378.89,757.78
1287,429,98,3,489.85,1469.55
1288,430,74,2,194.94,389.88
1289,430,65,5,448.5,2242.5
1290,430,34,2,194.52,389.04
1291,430,51,5,300.89,1504.45
1292,431,10,3,104.69,314.07
1293,431,11,5,80.79,403.95
1294,431,39,1,379.54,379.54
1295,431,39,3,379.54,1138.62
1296,432,48,4,185.45,741.8
1297,432,35,2,223.98,447.96
1298,432,8,2,490.88,981.76
1299,432,19,2,475.4,950.8
1300,432,97,3,128.06,384.18
1301,433,30,5,30.68,153.4
1302,433,76,4,24.32,97.28
1303,434,60,3,406.54,1219.62
1304,434,75,5,173.79,868.95
1305,434,66,2,57.69,115.38
1306,434,69,4,164.06,656.24
1307,434,24,3,127.52,382.56
1308,435,78,3,212.2,636.6
1309,435,12,5,155.89,779.45
1310,436,36,1,274.9,274.9
1311,436,31,1,189.42,189.42
1312,437,20,5,44.45,222.25
1313,437,40,4,240.44,961.76
1314,438,44,1,33.27,33.27
1315,439,10,5,104.69,523.45
1316,439,34,5,194.52,972.6
1317,440,21,2,378.89,757.78
1318,440,66,2,57.69,115.38
1319,440,93,1,466.68,466.68
1320,441,2,3,135.97,407.91
1321,442,29,3,319.49,958.47
1322,442,80,5,99.12,495.6
1323,443,71,1,120.07,120.07
1324,443,78,1,212.2,212.2
1325,443,18,5,111.06,555.3
1326,444,3,3,301.31,903.93
1327,444,12,5,155.89,779.45
1328,444,61,1,198.14,198.14
1329,445,23,2,247.28,494.56
1330,445,21,4,378.89,1515.56
1331,445,64,2,312.55,625.1
1332,445,49,1,473.45,473.45
1333,446,24,1,127.52,127.52
1334,446,15,1,480.15,480.15
1335,446,73,4,292.48,1169.92
1336,446,1,3,260.57,781.71
1337,446,19,5,475.4,2377
1338,447,11,4,80.79,323.16
1339,447,48,4,185.45,741.8
1340,447,54,2,253.69,507.38
1341,447,29,2,319.49,638.98
1342,447,10,5,104.69,523.45
1343,448,67,3,311.43,934.29
1344,448,14,1,126.22,126.22
1345,448,17,3,68.92,206.76
1346,448,26,1,340.88,340.88
1347,449,47,5,252.09,1260.45
1348,449,86,4,458.49,1833.96
1349,449,67,5,311.43,1557.15
1350,450,84,3,463.93,1391.79
1351,450,3,1,301.31,301.31
1352,450,2,4,135.97,543.88
1353,450,10,5,104.69,523.45
1354,451,22,4,404.82,1619.28
1355,451,10,3,104.69,314.07
1356,451,64,5,312.55,1562.75
1357,452,86,5,458.49,2292.45
1358,453,27,1,419.76,419.76
1359,453,24,1,127.52,127.52
1360,454,35,5,223.98,1119.9
1361,455,60,1,406.54,406.54
1362,456,85,2,280.61,561.22
1363,457,18,2,111.06,222.12
1364,457,2,4,135.97,543.88
1365,457,76,3,24.32,72.96
1366,457,11,3,80.79,242.37
1367,458,58,5,335.84,1679.2
1368,458,39,5,379.54,1897.7
1369,458,79,4,371.19,1484.76
1370,458,99,4,227.88,911.52
1371,459,73,4,292.48,1169.92
1372,459,97,1,128.06,128.06
1373,459,41,5,61.76,308.8
1374,459,72,3,287.49,862.47
1375,460,14,2,126.22,252.44
1376,460,68,1,454.12,454.12
1377,461,61,1,198.14,198.14
1378,461,59,1,53.72,53.72
1379,461,51,5,300.89,1504.45
1380,461,92,5,266.71,1333.55
1381,462,68,2,454.12,908.24
1382,463,98,5,489.85,2449.25
1383,464,43,3,301.83,905.49
1384,464,4,4,32.34,129.36
1385,465,34,3,194.52,583.56
1386,465,68,1,454.12,454.12
1387,465,53,5,81.62,408.1
1388,465,24,3,127.52,382.56
1389,465,27,1,419.76,419.76
1390,466,63,2,35.03,70.06
1391,466,22,5,404.82,2024.1
1392,466,36,4,274.9,1099.6
1393,467,31,3,189.42,568.26
1394,467,28,3,339.95,1019.85
1395,468,41,2,61.76,123.52
1396,469,6,4,277.3,1109.2
1397,470,8,5,490.88,2454.4
1398,471,66,5,57.69,288.45
1399,471,67,4,311.43,1245.72
1400,471,56,5,470.14,2350.7
1401,471,12,2,155.89,311.78
1402,471,98,2,489.85,979.7
1403,472,23,2,247.28,494.56
1404,472,59,1,53.72,53.72
1405,473,28,1,339.95,339.95
1406,473,78,5,212.2,1061
1407,473,13,1,82.49,82.49
1408,474,3,3,301.31,903.93
1409,474,59,4,53.72,214.88
1410,474,97,3,128.06,384.18
1411,475,77,2,438.57,877.14
1412,475,38,1,236.98,236.98
1413,475,85,1,280.61,280.61
1414,476,69,3,164.06,492.18
1415,476,88,2,325.82,651.64
1416,477,53,4,81.62,326.48
1417,477,82,5,384.62,1923.1
1418,477,12,5,155.89,779.45
1419,478,33,1,119.79,119.79
1420,478,32,4,222.65,890.6
1421,479,32,4,222.65,890.6
1422,479,81,2,112.67,225.34
1423,479,47,5,252.09,1260.45
1424,480,9,5,112.79,563.95
1425,480,80,5,99.12,495.6
1426,481,76,2,24.32,48.64
1427,481,90,3,408.87,1226.61
1428,482,99,5,227.88,1139.4
1429,483,39,3,379.54,1138.62
1430,484,59,2,53.72,107.44
1431,484,70,2,396.75,793.5
1432,484,28,3,339.95,1019.85
1433,484,50,2,167.01,334.02
1434,485,9,2,112.79,225.58
1435,485,54,1,253.69,253.69
1436,485,61,3,198.14,594.42
1437,485,16,4,326.89,1307.56
1438,485,87,3,62.98,188.94
1439,486,8,1,490.88,490.88
1440,486,56,3,470.14,1410.42
1441,487,54,1,253.69,253.69
1442,487,30,3,30.68,92.04
1443,487,65,1,448.5,448.5
1444,487,85,4,280.61,1122.44
1445,487,72,5,287.49,1437.45
1446,488,19,4,475.4,1901.6
1447,488,82,1,384.62,384.62
1448,488,49,4,473.45,1893.8
1449,488,5,4,478.84,1915.36
1450,488,14,3,126.22,378.66
1451,489,54,4,253.69,1014.76
1452,489,64,5,312.55,1562.75
1453,489,19,3,475.4,1426.2
1454,489,53,5,81.62,408.1
1455,490,63,1,35.03,35.03
1456,490,86,3,458.49,1375.47
1457,490,59,4,53.72,214.88
1458,490,28,3,339.95,1019.85
1459,491,11,5,80.79,403.95
1460,491,25,4,192.51,770.04
1461,492,46,4,344.76,1379.04
1462,492,94,1,293.49,293.49
1463,492,90,1,408.87,408.87
1464,492,37,1,38.31,38.31
1465,493,81,5,112.67,563.35
1466,493,40,4,240.44,961.76
1467,493,6,5,277.3,1386.5
1468,494,24,5,127.52,637.6
1469,495,55,1,7.99,7.99
1470,496,47,5,252.09,1260.45
1471,496,17,1,68.92,68.92
1472,496,62,4,124,496
1473,496,77,1,438.57,438.57
1474,496,98,4,489.85,1959.4
1475,497,96,2,244.57,489.14
1476,497,33,3,119.79,359.37
1477,497,41,1,61.76,61.76
1478,498,51,3,300.89,902.67
1479,499,55,2,7.99,15.98
1480,499,35,2,223.98,447.96
1481,499,11,5,80.79,403.95
1482,500,77,3,438.57,1315.71
1483,500,37,1,38.31,38.31
1484,500,62,4,124,496
1485,500,42,3,293.85,881.55
1486,501,73,2,292.48,584.96
1487,501,36,1,274.9,274.9
1488,501,84,1,463.93,463.93
1489,502,87,5,62.98,314.9
1490,502,85,1,280.61,280.61
1491,503,58,1,335.84,335.84
1492,504,3,2,301.31,602.62
1493,504,62,1,124,124
1494,505,91,2,212.53,425.06
1495,505,76,1,24.32,24.32
1496,505,41,1,61.76,61.76
1497,506,100,5,445.88,2229.4
1498,506,94,3,293.49,880.47
1499,506,87,5,62.98,314.9
1500,507,34,2,194.52,389.04
1501,507,72,3,287.49,862.47
1502,508,5,1,478.84,478.84
1503,508,2,2,135.97,271.94
1504,508,69,2,164.06,328.12
1505,508,17,1,68.92,68.92
1506,508,41,5,61.76,308.8
1507,509,64,2,312.55,625.1
1508,509,88,4,325.82,1303.28
1509,510,88,5,325.82,1629.1
1510,510,86,3,458.49,1375.47
1511,510,43,5,301.83,1509.15
1512,510,40,5,240.44,1202.2
1513,511,48,1,185.45,185.45
1514,511,45,3,425.62,1276.86
1515,511,11,4,80.79,323.16
1516,511,52,4,268.32,1073.28
1517,511,14,1,126.22,126.22
1518,512,68,5,454.12,2270.6
1519,512,71,3,120.07,360.21
1520,512,100,5,445.88,2229.4
1521,512,82,3,384.62,1153.86
1522,512,31,1,189.42,189.42
1523,513,24,2,127.52,255.04
1524,513,21,3,378.89,1136.67
1525,513,6,5,277.3,1386.5
1526,514,44,5,33.27,166.35
1527,515,26,2,340.88,681.76
1528,516,57,5,134,670
1529,517,3,1,301.31,301.31
1530,517,50,3,167.01,501.03
1531,517,47,2,252.09,504.18
1532,517,75,2,173.79,347.58
1533,518,98,3,489.85,1469.55
1534,518,68,4,454.12,1816.48
1535,518,29,1,319.49,319.49
1536,518,20,4,44.45,177.8
1537,518,69,4,164.06,656.24
1538,519,1,5,260.57,1302.85
1539,519,21,4,378.89,1515.56
1540,519,65,2,448.5,897
1541,519,96,3,244.57,733.71
1542,519,90,1,408.87,408.87
1543,520,63,4,35.03,140.12
1544,520,90,4,408.87,1635.48
1545,521,79,4,371.19,1484.76
1546,522,2,4,135.97,543.88
1547,522,15,2,480.15,960.3
1548,522,58,3,335.84,1007.52
1549,522,98,4,489.85,1959.4
1550,523,46,3,344.76,1034.28
1551,523,55,5,7.99,39.95
1552,523,34,1,194.52,194.52
1553,524,89,5,31.13,155.65
1554,524,87,1,62.98,62.98
1555,524,82,1,384.62,384.62
1556,524,87,4,62.98,251.92
1557,525,48,3,185.45,556.35
1558,525,15,1,480.15,480.15
1559,525,46,1,344.76,344.76
1560,525,21,4,378.89,1515.56
1561,526,44,2,33.27,66.54
1562,526,29,3,319.49,958.47
1563,527,10,5,104.69,523.45
1564,527,46,2,344.76,689.52
1565,527,51,1,300.89,300.89
1566,527,1,4,260.57,1042.28
1567,528,13,1,82.49,82.49
1568,528,38,5,236.98,1184.9
1569,529,44,5,33.27,166.35
1570,530,39,4,379.54,1518.16
1571,530,8,3,490.88,1472.64
1572,530,93,3,466.68,1400.04
1573,531,22,5,404.82,2024.1
1574,531,15,1,480.15,480.15
1575,531,30,4,30.68,122.72
1576,532,99,1,227.88,227.88
1577,532,35,1,223.98,223.98
1578,532,38,3,236.98,710.94
1579,533,4,5,32.34,161.7
1580,533,2,5,135.97,679.85
1581,533,22,2,404.82,809.64
1582,533,50,3,167.01,501.03
1583,534,61,5,198.14,990.7
1584,534,89,3,31.13,93.39
1585,535,91,5,212.53,1062.65
1586,536,65,1,448.5,448.5
1587,536,16,2,326.89,653.78
1588,536,38,3,236.98,710.94
1589,536,47,3,252.09,756.27
1590,536,39,2,379.54,759.08
1591,537,91,3,212.53,637.59
1592,537,7,1,193.83,193.83
1593,537,31,5,189.42,947.1
1594,537,9,1,112.79,112.79
1595,537,82,1,384.62,384.62
1596,538,59,2,53.72,107.44
1597,538,32,1,222.65,222.65
1598,539,32,5,222.65,1113.25
1599,539,26,1,340.88,340.88
1600,540,85,5,280.61,1403.05
1601,540,61,4,198.14,792.56
1602,540,91,1,212.53,212.53
1603,541,45,1,425.62,425.62
1604,541,27,2,419.76,839.52
1605,541,88,5,325.82,1629.1
1606,541,43,3,301.83,905.49
1607,541,83,1,261.57,261.57
1608,542,65,4,448.5,1794
1609,542,33,4,119.79,479.16
1610,542,8,1,490.88,490.88
1611,542,44,5,33.27,166.35
1612,542,67,5,311.43,1557.15
1613,543,17,2,68.92,137.84
1614,543,48,4,185.45,741.8
1615,543,14,3,126.22,378.66
1616,543,76,4,24.32,97.28
1617,544,15,1,480.15,480.15
1618,544,38,2,236.98,473.96
1619,544,55,5,7.99,39.95
1620,544,88,2,325.82,651.64
1621,544,60,2,406.54,813.08
1622,545,69,4,164.06,656.24
1623,545,84,5,463.93,2319.65
1624,545,16,4,326.89,1307.56
1625,545,1,2,260.57,521.14
1626,545,7,4,193.83,775.32
1627,546,26,5,340.88,1704.4
1628,546,97,2,128.06,256.12
1629,546,81,3,112.67,338.01
1630,547,48,4,185.45,741.8
1631,547,54,2,253.69,507.38
1632,548,75,2,173.79,347.58
1633,548,98,1,489.85,489.85
1634,548,46,5,344.76,1723.8
1635,548,80,1,99.12,99.12
1636,549,83,3,261.57,784.71
1637,549,85,4,280.61,1122.44
1638,549,35,1,223.98,223.98
1639,549,4,2,32.34,64.68
1640,550,32,4,222.65,890.6
1641,550,82,1,384.62,384.62
1642,550,18,5,111.06,555.3
1643,550,8,2,490.88,981.76
1644,550,58,5,335.84,1679.2
1645,551,5,1,478.84,478.84
1646,551,79,4,371.19,1484.76
1647,551,98,5,489.85,2449.25
1648,551,88,4,325.82,1303.28
1649,551,78,1,212.2,212.2
1650,552,58,5,335.84,1679.2
1651,552,36,1,274.9,274.9
1652,552,14,4,126.22,504.88
1653,552,24,5,127.52,637.6
1654,553,67,5,311.43,1557.15
1655,553,26,1,340.88,340.88
1656,553,53,1,81.62,81.62
1657,554,27,2,419.76,839.52
1658,554,54,4,253.69,1014.76
1659,554,20,1,44.45,44.45
1660,554,5,3,478.84,1436.52
1661,554,70,4,396.75,1587
1662,555,8,3,490.88,1472.64
1663,556,37,2,38.31,76.62
1664,557,11,1,80.79,80.79
1665,557,61,2,198.14,396.28
1666,557,56,5,470.14,2350.7
1667,558,91,2,212.53,425.06
1668,558,34,1,194.52,194.52
1669,558,99,4,227.88,911.52
1670,558,52,2,268.32,536.64
1671,559,39,3,379.54,1138.62
1672,560,96,5,244.57,1222.85
1673,560,9,3,112.79,338.37
1674,560,67,4,311.43,1245.72
1675,560,3,2,301.31,602.62
1676,560,6,2,277.3,554.6
1677,561,73,1,292.48,292.48
1678,562,85,4,280.61,1122.44
1679,562,76,1,24.32,24.32
1680,563,31,5,189.42,947.1
1681,563,21,3,378.89,1136.67
1682,563,33,3,119.79,359.37
